,Unique ID,Month,Day,Hour_Interval,Born in New York State,Car-free commute (% of commuters),Disabled population,FHAVA-backed home purchase loans (% of home purchase loans),Foreign-born population,Higher-cost home purchase loans (% of home purchase loans),Higher-cost refinance loans (% of refinance loans),"Home purchase loan rate (per 1,000 properties)",Home purchase loans in LMI tracts (% of home purchase loans),Home purchase loans to LMI borrowers (% of home purchase loans),Homeownership rate,Households with children under 18 years old,"Housing choice vouchers (% of occupied, privately owned rental units)",Housing units,Income diversity ratio,"Index of housing price appreciation, 5+ family building","Index of housing price appreciation, all property types","Index of housing price appreciation, condominium",Labor force participation rate,Mean travel time to work (minutes),Median household income (2018$),"Median household income, homeowners (2018$)","Median household income, renters (2018$)","Median rent, 2- and 3-bedrooms (2018$)","Median rent, all (2018$)","Median rent, asking","Median rent, recent movers (2018$)","Median rent, studios and 1-bedrooms (2018$)","Median sales price per unit, 1 family building (2018$)","Median sales price per unit, 2-4 family building (2018$)","Median sales price per unit, 5+ family building (2018$)","Median sales price per unit, condominium (2018$)",Moderately rent-burdened households,"Moderately rent-burdened households, low income","Moderately rent-burdened households, moderate income","Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","Notices of foreclosure, all residential properties","Notices of foreclosure, initial, 1-4 family and condo properties","Notices of foreclosure, repeat, 1-4 family and condo properties",Percent Asian,Percent Hispanic,Percent black,Percent white,Population,Population aged 25+ without a high school diploma,Population aged 65+,"Population density (1,000 persons per square mile)",Poverty rate,"Poverty rate, population aged 65+","Poverty rate, population under 18 years old","Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","Pre-foreclosure notices, 1-4 family and condo properties",Private eviction filings,Private eviction filings per 1000 private rental units,"Properties entering REO, 1-4 family",Public housing (% of rental units),Racial diversity index,"Refinance loan rate (per 1,000 properties)",Rental vacancy rate,Residential units within 12 mile of a subway station,Residential units within 14 mile of a park,"Sales volume, 1 family building","Sales volume, 2-4 family building","Sales volume, 5+ family building","Sales volume, all property types","Sales volume, condominium","Serious crime rate (per 1,000 residents)","Serious crime rate, property (per 1,000 residents)","Serious crime rate, violent (per 1,000 residents)","Serious housing code violations (per 1,000 privately owned rental units)",Severe crowding rate (% of renter households),Severely rent-burdened households,"Severely rent-burdened households, low income","Severely rent-burdened households, moderate income",Single-person households,"Students performing at grade level in English language arts, 4th grade","Students performing at grade level in math, 4th grade","Total housing code violations (per 1,000 privately owned rental units)",Unemployment rate,Units authorized by new residential building permits,Units issued new certificates of occupancy,Entries,Exits
Higher-cost refinance loans (% of refinance loans),0.4400246012396281,0.0009935755259563059,-0.00021435426519019228,0.02304532122590953,-0.7684771552255569,-0.6366497594929398,-0.5783821859308055,0.6230936022293418,0.9002803262116164,0.8355954230725857,1.0,0.7635959405370463,0.8879277243482306,0.04310477022504376,0.5104837651912368,0.6674932627469451,-0.6391624784920737,-0.5423123452634406,-0.7222440554308215,-0.11824826272732464,-0.6239046717119665,-0.37114300414655615,0.15162439875471753,0.5912831277010969,-0.2517196194301495,-0.595735570463163,-0.27657046554662446,0.39977956282912946,0.1324056207399432,-0.6707826992331051,-0.44521267030450334,-0.19240424764537728,-0.6916441308376139,-0.673326064760685,-0.3994239260444444,-0.5787839565384963,0.44674692594857707,0.5342785882894221,-0.550501411629569,0.8262793701246034,0.7769689097018416,0.7218849317003537,0.7910444783519159,0.8169014130905133,0.31539024633945156,-0.5856705287600641,-0.46634699043814837,-0.12400804317117299,0.35757843189436345,-0.33918625305347855,-0.4881490423587591,-0.4078067989265534,-0.39126889257763603,-0.3007742963572259,0.7721996012106983,0.7469739358344442,-0.7629960715230626,-0.2571878483913964,0.5221876475136107,-0.6855953149011943,0.47508694729728207,0.556191770672014,-0.6912103610235762,-0.7197059316421023,-0.7845135280547306,0.6496079080838921,0.7975781134260767,-0.6929953998676367,-0.06426733788787875,-0.5898375043846757,-0.44399987938300167,-0.4297582582562752,-0.35456047076308417,-0.6089703993004117,0.5524721968266108,0.8640623612973116,0.7535071986503237,-0.8067968530129875,-0.7684073442521572,-0.32424874881959515,-0.2939349545189034,-0.665428118147098,-0.538366801880234,-0.9481114636719207,-0.524733313849747,-0.0029204507708878386,-0.02329780520198866
"Home purchase loan rate (per 1,000 properties)",0.5874944543676855,0.0011018640455145153,-0.00018104115370619003,0.019869111850257325,-0.621453883968925,-0.831399886767066,-0.6842930785570885,0.8079557023177504,0.7478866431928607,0.9078187657121655,0.7635959405370463,1.0,0.8516534595286375,-0.37597681637992797,0.902412253566315,0.7393932665893227,-0.6857264670739857,-0.3478976023452828,-0.6704785585266613,-0.44320813094104167,-0.9721825528145488,-0.5769506923996253,0.6498311910265919,0.7365726370961057,0.28131744270763936,-0.19606957998338323,0.2427596389263941,0.796452150578821,0.5771958547286377,-0.6413985649514657,-0.3351891269731963,0.1734763032019218,-0.28944152607473383,-0.24310432896057235,-0.33812766783656256,-0.46649116361049675,0.015170030498393333,0.41065439281929916,-0.5325989440564081,0.89745788193677,0.9288936532043457,0.914017208271477,0.9332611190373133,0.5228898026502087,0.06933966035016309,-0.7070235795825215,-0.13710328135791414,0.13417252541876826,-0.20157423485535103,-0.28815783938151013,-0.7266495515663774,-0.8369258155027419,-0.8278833076540669,-0.7777739003429603,0.8102805047138949,0.9080954797694655,-0.8329991186792988,-0.34529216995957246,0.7639257032596998,-0.9592283037037723,0.3220690866712741,0.886319132473882,-0.2882060188655794,-0.5143113006140939,-0.9219984679098377,0.8294335690767954,0.9138266325787495,-0.7114529215093409,0.4445862101300363,-0.2775653417531819,-0.8757689494024498,-0.8225585773131393,-0.721538723251114,-0.8285227659908164,0.2364064425022637,0.7782630637049752,0.9752066014196213,-0.6023908250522153,-0.9280463356049627,-0.03405857766897737,-0.009288429697930771,-0.8498234497195488,-0.6785090544012399,-0.8080262079424143,-0.8089135272809318,-0.2742463205348138,-0.38036630113980613
Home purchase loans in LMI tracts (% of home purchase loans),0.6374750513868411,0.0007089782854593414,-0.00017853066090946232,0.02740369303393306,-0.6892811108953217,-0.7423707083256701,-0.4023411476156563,0.7092647605286259,0.9712795518547349,0.9631952329053202,0.8879277243482306,0.8516534595286375,1.0,0.15033629544277902,0.603011412152059,0.9139404155933915,-0.4670357115959317,-0.6785427342217021,-0.9308035348398528,-0.4260529257261028,-0.7226496390561052,-0.17155820529626076,0.3645739469129065,0.8716881603670367,-0.21590674341067256,-0.6175986311128864,-0.24442417682042217,0.4861548984924156,0.1480071763976262,-0.8934577626115358,-0.7016112000165029,-0.28321702410318556,-0.6711874797255802,-0.6210082503631783,-0.6492133479352894,-0.7852697041489849,0.4995191936390603,0.7243276486600906,-0.8011743831403753,0.9790686536509166,0.8957544917359617,0.852548176242897,0.9179131128030164,0.5548160442246166,0.545795029317461,-0.46239283797289393,-0.5936450065241252,-0.21665021426167247,0.2826291209248921,-0.6394530555847946,-0.7927816548541703,-0.48558062896871323,-0.5177864201353506,-0.3747605247423018,0.9518998800865927,0.8640678287556803,-0.5922481534576057,0.03221369749479242,0.6212849219985912,-0.7540300499068274,0.4119554800365201,0.6347510734291952,-0.6890468022737143,-0.6456425916749168,-0.9228042216592262,0.7405550788900764,0.9653845571305093,-0.8749426010530467,-0.0532185713673069,-0.6719227761134204,-0.5693694320315166,-0.7195594623134625,-0.30590243117416116,-0.5365181546932274,0.5882498437993462,0.9708217562185754,0.8332871312339194,-0.8945436779675923,-0.9100695760413582,-0.5235536591734189,-0.49878027252161067,-0.5614157406312704,-0.45723248821665086,-0.9626239759922262,-0.8402053713787588,-0.10331467001219968,-0.18079405774655333
Home purchase loans to LMI borrowers (% of home purchase loans),0.11212354691631166,-0.0013866510664025794,3.791231114159243e-05,0.010674896271786178,0.06341689789010635,0.20709026536627978,0.681007132704947,-0.24252770390769218,0.2531077748856653,0.021420721705358733,0.04310477022504376,-0.37597681637992797,0.15033629544277902,1.0,-0.5664830265128402,0.2998576539348677,0.5152044421763141,-0.5375501272054442,-0.4124316794267132,-0.11220616697269337,0.5202080520016723,0.8201817061487234,-0.5196539652556821,0.20149284672370438,-0.8371021675332686,-0.656912542861685,-0.8263380811688955,-0.5896820186601012,-0.7712776964342418,-0.4015574877163064,-0.6584562179799696,-0.8175106467191049,-0.5549897079395658,-0.5411339857789412,-0.5639808108125972,-0.5373653541322592,0.7656819640168792,0.45772916643373013,-0.45094152057847087,0.04539970412930958,-0.15751758247474792,-0.1930657947628043,-0.11705739352294685,-0.17252410808453508,0.8563418740411057,0.6014591122517592,-0.7699215074720268,-0.6298079494419415,0.8021928731852113,-0.6422151448590122,-0.13006152476292668,0.6670282146745786,0.573837466334611,0.7494267088206104,0.18499262122110005,-0.15094632021619667,0.583112473488511,0.7833808250821926,-0.33584179596838165,0.4634159514694696,0.048808343429981214,-0.5466431935284793,-0.6749791360427924,-0.21635622057871473,0.09510622548510833,-0.2234111194518353,-0.0035429943539276895,-0.22185285794190898,-0.8579143837093607,-0.6186468929981436,0.6503143611686367,0.24750272338702917,0.8566449421808074,0.6411025560167076,0.6035584437793344,0.2662198437961384,-0.34693017896214406,-0.40887474120729045,0.10522830441371808,-0.8754541387295531,-0.8971425876211939,0.6485757745014754,0.46984704976516306,-0.12478742770389582,-0.052481924626079306,0.3086286582121293,0.3386102021160323
Homeownership rate,0.5765401050123634,0.00038457598986116657,-0.00011128461708264411,0.010252001126648503,-0.3223706310862654,-0.8275053116470995,-0.6025543499410548,0.7877915338092808,0.42144384797441903,0.7648480235038195,0.5104837651912368,0.902412253566315,0.603011412152059,-0.5664830265128402,1.0,0.590319758801177,-0.6629817415724767,-0.1153092664680986,-0.43469149329141554,-0.5768389307901988,-0.9748462819760757,-0.6977297838631206,0.6687775494849435,0.5529173085570979,0.5601774454237199,0.11549900877963573,0.4997451244934649,0.8571945691655428,0.7571002951005777,-0.4141575698429093,-0.11687127949178544,0.38334819649809854,0.033384132401328676,0.0776759356576993,-0.1638189719446754,-0.24256224732815326,-0.37809803339678205,0.061094326551268646,-0.31844539412937173,0.6932453945128781,0.8040655512065884,0.8239408170707007,0.8097871323861036,0.2891498205564605,-0.22597666026036542,-0.6027357808582414,0.15848967298355554,0.28326688281500456,-0.4693550431488909,-0.0708006668939067,-0.653069012955629,-0.9239704244816945,-0.9050149109503023,-0.901945627596167,0.6255823276147278,0.8345961212537301,-0.810875945792611,-0.4508033242410506,0.7296693942586086,-0.9013410359285094,0.19352928960491114,0.8733808505598684,-0.08712482751992148,-0.5086212861394976,-0.7745974522139986,0.805051411882328,0.7248371408297347,-0.5166242765743376,0.7192394214538836,0.02541496583384292,-0.8229019895528167,-0.6855064961307784,-0.7551689625770613,-0.8156816452312633,0.01741521040761802,0.5778516437549577,0.896814517394514,-0.3079396388108969,-0.8265287031746138,0.24650381245045191,0.2373665129979877,-0.8344661386185817,-0.6949511022855138,-0.5447006189071979,-0.7117269613851751,-0.3303676564525167,-0.4608110649145
Households with children under 18 years old,0.7526225292323843,-0.00031908555557142116,-0.00011312313882260653,0.025380059559194635,-0.42843437312582994,-0.7416251392892789,-0.1052620074358496,0.6769919314998094,0.832518177462564,0.9314628473710402,0.6674932627469451,0.7393932665893227,0.9139404155933915,0.2998576539348677,0.590319758801177,1.0,-0.2592640866462269,-0.6967779671453286,-0.9592476945348296,-0.7063915058219554,-0.6541397058878163,0.021242681029244436,0.3640089182656213,0.9190422409733728,-0.18889299259032732,-0.5532194081096752,-0.23256422510316305,0.4425758250397887,0.11328086889777277,-0.9299195540478566,-0.8191216755445735,-0.3605319692576549,-0.5549516141677079,-0.48720371007039176,-0.7708677436157354,-0.846290752000507,0.41723474570935765,0.6639075756124286,-0.8694714436157057,0.9178808314111764,0.8262070173836017,0.8047648340664251,0.8640384325215553,0.21817425254738246,0.6449272780025258,-0.19437044564485734,-0.618074620986326,-0.2913208759436369,0.2381183615007284,-0.7730232021665696,-0.9156970597315031,-0.43693221157722073,-0.5080519220416725,-0.330609102849936,0.9497537577511496,0.8333735425724537,-0.36331082383553437,0.27078824890700615,0.5594849107504415,-0.6438243439144328,0.29075555553375787,0.5322209723402246,-0.70622446272873,-0.6678666275245895,-0.861145912688486,0.7129746460624191,0.910517186434076,-0.8711020832112933,-0.044936349531724436,-0.6329914341346982,-0.4392789810991171,-0.6983988745049217,-0.10949875713009848,-0.3510155561661477,0.6015036743459898,0.9454636900239644,0.7412967446151291,-0.8191261010786017,-0.8826412648126656,-0.620014640014552,-0.6283688974016624,-0.3563091947587856,-0.333582404772786,-0.8112551837443431,-0.9350947935792673,-0.11447530006668005,-0.23210782971232446
"Housing choice vouchers (% of occupied, privately owned rental units)",-0.1219561588481625,8.576214334740644e-05,0.0005409764520464799,-0.017254058471491102,0.7500718980479363,0.31658319652275835,0.915249288784403,-0.27099228614285237,-0.4173089305468544,-0.5022147678117536,-0.6391624784920737,-0.6857264670739857,-0.4670357115959317,0.5152044421763141,-0.6629817415724767,-0.2592640866462269,1.0,-0.2662786725880452,0.13499471910532845,0.2245279308592428,0.6829205358682701,0.8961283689708462,-0.5830852066207973,-0.06937072009120406,-0.5016321171900757,-0.23094813766109779,-0.49694064035090196,-0.8241272559453026,-0.7755001213731766,0.034184025150856986,-0.2800407482920075,-0.6141729360263908,-0.10762217939699775,-0.12240467744543806,-0.3414591197154702,-0.15754330313800616,0.26789093514408985,0.18754220526244222,-0.1401270702596193,-0.41297233374333275,-0.4227385170110135,-0.3833662862326058,-0.4468619927455467,-0.4452543504278229,0.2804247638697842,0.9261152369946556,-0.35173787308101134,-0.6688760296505959,0.3996264981959443,-0.3698288527495197,0.06242156731504233,0.7964147214724911,0.7632650591913277,0.7559739214912596,-0.2624631267146977,-0.41593722312157205,0.8458929563788128,0.8409662409514034,-0.17987699499651663,0.8214964936523591,0.1687455847209875,-0.4385954904372092,0.04825683025803276,0.47032740754312263,0.40304363008417754,-0.30349284712837754,-0.41356036111902944,0.06957687450644774,-0.6114498352691503,-0.23860801438375254,0.6186045581885855,0.25188470966379034,0.8003457593144594,0.9510330955759491,-0.34862566793531896,-0.39574145023243956,-0.7828440978927934,0.10273409870165381,0.4443883867357895,-0.40648580719934424,-0.4187077836920508,0.9415549535603841,0.969093221202898,0.4434060862814894,0.21548599781130554,-0.016843536446221705,0.07432032783150234
Housing units,-0.5773821687527757,-0.0011475315633126513,-0.0003476321571910055,-0.010625972287573962,0.08738485321587439,0.6210888764253337,-0.2760431444650122,-0.6383212132332764,-0.6894364120143326,-0.6288651071692614,-0.5423123452634406,-0.3478976023452828,-0.6785427342217021,-0.5375501272054442,-0.1153092664680986,-0.6967779671453286,-0.2662786725880452,1.0,0.8490945658464206,0.12048951154723123,0.21177212449213897,-0.4605680747660793,0.2907854135391521,-0.8081388909704125,0.7225760921396084,0.936970946288852,0.7655477139783693,0.24311536575002055,0.5391950328071684,0.9001235827850212,0.9328111651506549,0.8585398135934019,0.9171216252642136,0.893886401957824,0.9596464193649269,0.9681535798618315,-0.7346952557922278,-0.87755701157301,0.9397858504578659,-0.6982094554488236,-0.6503206241575687,-0.6397357750596439,-0.6451951705001188,-0.4483956801176332,-0.6854554905468181,-0.26799484550847286,0.9379645692150254,0.863526594249407,-0.7482695076148711,0.9044516577609844,0.7352856058750717,-0.18724550728067274,-0.16094721572007625,-0.2744961757731499,-0.8024194670957904,-0.63731560783549,0.09024055373282233,-0.615153538656019,-0.6020821601759134,0.09802584445256761,-0.7782633301313279,-0.37413450928966113,0.7980737184388265,0.4506608059613722,0.6781176586591765,-0.638900364804432,-0.6739825577724189,0.8995676351809303,0.5896178131198166,0.9728824583113163,0.022089669673956105,0.4276321380079838,-0.34115003146780837,-0.19309856526710614,-0.2762677494704613,-0.7362511527460773,-0.22708704244469574,0.9212999922658128,0.6319860272107424,0.8303236882862818,0.8174108371233226,-0.1173919255775385,-0.317041015808402,0.7391136141436366,0.6153187804148553,0.11861077830628403,0.08628642999425883
Income diversity ratio,-0.7035948930836117,-0.0003552479553316035,1.1872212147873591e-05,-0.024384076317345807,0.44002796928422866,0.7122309137498404,0.04308799267498693,-0.6764809386660507,-0.9003219706317122,-0.8956489979289151,-0.7222440554308215,-0.6704785585266613,-0.9308035348398528,-0.4124316794267132,-0.43469149329141554,-0.9592476945348296,0.13499471910532845,0.8490945658464206,1.0,0.4928794927980034,0.5390264271097273,-0.16578159665635958,-0.1819526893393859,-0.9435429757726732,0.4182984961424581,0.7548520833467556,0.4545105447008006,-0.24182088255775971,0.11511491214803717,0.989647965065484,0.9102338798213808,0.5545562347798063,0.7570155871838941,0.7015808117933046,0.8691781506234331,0.9446038395236206,-0.625799506089098,-0.8314336420833266,0.9507456144137186,-0.9247282469855114,-0.821841905550464,-0.7918222370271266,-0.8466709282050154,-0.3697655961169594,-0.7392429896807389,0.11536869880100951,0.792780155905185,0.48784111032539057,-0.45878646074855833,0.8678957468978143,0.8842530416860653,0.24552444890895184,0.3053108010444834,0.1329888766474821,-0.9671094273483191,-0.8059536817708243,0.3094275523982593,-0.3831548372146922,-0.5870576270272613,0.5206383528001164,-0.46956456562289944,-0.5011310310478877,0.7906160204438658,0.6096146006606465,0.8611562783478116,-0.7038366216425496,-0.9079851064029972,0.9394163254062369,0.2747890634883204,0.8191016226040889,0.3510325323765102,0.6695839751592304,-0.010959773992075653,0.21827105855009366,-0.5775109937266079,-0.9514620197740161,-0.6318670823046546,0.9405749506259142,0.8485935284873908,0.7562785853952702,0.7468099460389177,0.24457773585962397,0.1590718670655693,0.8802872533411209,0.874421265753879,0.09942620214135632,0.16704793065483317
"Index of housing price appreciation, 5+ family building",-0.5828425755667653,0.002283025115862107,0.00023606986395577126,-0.016013657490878772,0.058456265295648235,0.434009514449528,-0.04990775560957948,-0.3177250285582854,-0.25764763288444686,-0.560158280586385,-0.11824826272732464,-0.44320813094104167,-0.4260529257261028,-0.11220616697269337,-0.5768389307901988,-0.7063915058219554,0.2245279308592428,0.12048951154723123,0.4928794927980034,1.0,0.5028922008503195,0.09141722863423152,-0.5394749371810393,-0.4987221212524691,-0.31215028348611307,-0.0964341343026743,-0.2672510958745115,-0.5787435241125231,-0.4430006932537126,0.4410959930065126,0.38806565395735443,-0.08738474297941033,-0.1371275076851039,-0.21176972114645837,0.33802294974227404,0.3409064709544299,0.17451142511968487,-0.029995198912486094,0.38734376972603823,-0.4533352424433743,-0.39886833901566265,-0.41349882018370954,-0.4592050134431391,0.4170942524918035,-0.3023749968409184,0.06063605519805203,0.06068005957039753,-0.1513635605358835,0.2842790107104615,0.36635003634619284,0.6465778727207899,0.5436177712190879,0.638918628273336,0.493978091390066,-0.4942451711086777,-0.4708452052210126,0.11030928398857952,-0.13340365418534822,-0.1733221604261872,0.49850892520386403,0.2896439538630941,-0.2388302553055531,0.2717544257455074,0.498789594167791,0.42058256673057104,-0.35974662868181967,-0.46844427802218713,0.3482178668201448,-0.37394805611151516,-0.008077032561685663,0.29258256734595134,0.4149118158073476,0.11731838567183803,0.29645290025648846,-0.4429053528934688,-0.507206471620246,-0.5429001158321148,0.18573918043662618,0.51991256701486,0.1975413151624227,0.2587290351418373,0.2408985310160798,0.42486660042203733,0.21740345932693841,0.6979972766326095,0.07146437263687884,0.26077471338071717
"Index of housing price appreciation, all property types",-0.5764923892966228,-0.0008795260943414503,0.00014299823500471038,-0.014719982000061553,0.47586879556114664,0.8367622567330412,0.6718101419556722,-0.8089742261721714,-0.5768365960672993,-0.8337644497574329,-0.6239046717119665,-0.9721825528145488,-0.7226496390561052,0.5202080520016723,-0.9748462819760757,-0.6541397058878163,0.6829205358682701,0.21177212449213897,0.5390264271097273,0.5028922008503195,1.0,0.6612757178082893,-0.7007008059306435,-0.6502078192858929,-0.4616981118762807,0.010123086948846682,-0.41358388816680036,-0.8552770914489979,-0.700412798755743,0.5172275486342832,0.20456121013765607,-0.31413691171400576,0.10108373485593584,0.055298464669552315,0.2340782739545231,0.3361409717491883,0.2079090443410453,-0.23485624411120784,0.41583865987474644,-0.7989815316917376,-0.8775833061439661,-0.8819190477467388,-0.879327247270385,-0.40460121662274245,0.10745197096602872,0.6819370601049287,-0.04107574256260409,-0.233326478865924,0.3800772437797137,0.1646990886381543,0.694529897491562,0.9122294127714851,0.895443547069633,0.8769205657799245,-0.7133680857985049,-0.8779578287915046,0.8353012087823347,0.41793650165117563,-0.7699680274504389,0.9532201194770991,-0.25497050630655455,-0.9126090114514417,0.14005286667103228,0.47248493580335943,0.8578003657024116,-0.8266629668545836,-0.826791093253809,0.6113121330283805,-0.6187281870547312,0.10182552164985201,0.8962912142357794,0.7914076814336213,0.7829819605508876,0.8464476646610739,-0.08764845356858386,-0.66114396537062,-0.9516398520232792,0.43881157078967,0.8835532923644045,-0.1386508400926223,-0.15010404577707503,0.8645293378549285,0.6958574731225682,0.6684205762992474,0.7712540085451411,0.32719383035668437,0.4475692569980355
"Index of housing price appreciation, condominium",-0.018781335090312545,-0.00037568312747161635,0.00034144716406799534,-0.0032596144965642664,0.4410375019780333,0.30528974242654194,0.8865382517797297,-0.28866705405686816,-0.07733430891082066,-0.28048882326311864,-0.37114300414655615,-0.5769506923996253,-0.17155820529626076,0.8201817061487234,-0.6977297838631206,0.021242681029244436,0.8961283689708462,-0.4605680747660793,-0.16578159665635958,0.09141722863423152,0.6612757178082893,1.0,-0.548421586018631,0.1218996256238162,-0.7349839159593412,-0.49299099102644833,-0.7179871168488038,-0.7839631872409527,-0.8692764943728734,-0.22601417282326272,-0.5442729474240728,-0.7976914155235645,-0.3644375216336272,-0.3621197588693326,-0.5276105035565721,-0.4017367708434164,0.6096793077211203,0.43592552375115456,-0.3621932789034109,-0.18682356966861652,-0.31061067844602036,-0.30836552422334385,-0.30854711013155117,-0.3651439344648265,0.6613588918687556,0.8417273486940418,-0.6375527815539062,-0.7351055769856414,0.6384138800531455,-0.6084340838637625,-0.06633164221223818,0.8116645781965167,0.7382496991480364,0.8282069045364855,-0.03546114034985016,-0.3217022264068336,0.8398550728780461,0.9539259208009654,-0.2562242437243857,0.709193661640187,0.12446753361365616,-0.5161244330030476,-0.27561458258879384,0.26370293347507695,0.2607521396163577,-0.29998907808298336,-0.20829988044318828,-0.10772365654247751,-0.8279648373478851,-0.4905662814849135,0.6356649044622928,0.17952979030036584,0.8924553290675507,0.9007688238141007,0.08790614375619418,-0.09797547706827621,-0.6323358799574713,-0.17686220444801995,0.3060601055334189,-0.7336439212229369,-0.7403136239411665,0.907540443073083,0.848371670192093,0.18556389934694512,0.050617097884592795,0.12035087433438771,0.18824482211019197
Labor force participation rate,0.21020596404056224,-7.84440259973739e-05,-0.00044108788702692766,0.01722570192655114,-0.4914723726707202,-0.251693827513961,-0.6143143650674467,0.20333116000099424,0.26806431010005183,0.41118369454328735,0.15162439875471753,0.6498311910265919,0.3645739469129065,-0.5196539652556821,0.6687775494849435,0.3640089182656213,-0.5830852066207973,0.2907854135391521,-0.1819526893393859,-0.5394749371810393,-0.7007008059306435,-0.548421586018631,1.0,0.32159712154809583,0.7252748392108178,0.4461416929813572,0.7391835690456723,0.9056998307481374,0.8355512472452111,-0.12606337650496607,0.1086854197394089,0.6466931726555885,0.39908637374838934,0.4545905171576177,0.1627668261680924,0.09110470243359672,-0.3345641925407338,-0.010651170570003839,-0.030836814141551466,0.4056326889606111,0.38601495516658896,0.37758550703610194,0.4034104258308461,-0.14941616066467442,-0.09320919005398974,-0.7005979943431309,0.378305968952095,0.65376422330968,-0.7355335064745304,0.07185313308912376,-0.3440264989446015,-0.8642334504256872,-0.8980224007351063,-0.8661088741980021,0.26904860552191795,0.35107299451700197,-0.39315148693310725,-0.40063566035420856,0.22003721090385367,-0.7871505538040734,-0.417082214335216,0.4758496319403361,0.3391347759167614,0.05506656706850363,-0.39249292867899055,0.228276887425801,0.44798646829416033,-0.11450336956891664,0.714591911835038,0.3471857320496673,-0.8454478921773151,-0.696442121692972,-0.7827884091101659,-0.7424269228045646,0.12254061510221137,0.22590444519091132,0.7149609605270583,0.04389009680481514,-0.4162248691939932,0.2904319897834958,0.3105646523442989,-0.6586649626632617,-0.7066063666539454,-0.17130919261054714,-0.5375469661935073,-0.19797574428183004,-0.3637524036274658
Mean travel time to work (minutes),0.7309189641091113,0.0009480677914030485,0.00010597148238063909,0.019515660017295294,-0.318903017824851,-0.7982803419141211,-0.06289523640613033,0.7815728146535355,0.8045117061296767,0.8737329901123201,0.5912831277010969,0.7365726370961057,0.8716881603670367,0.20149284672370438,0.5529173085570979,0.9190422409733728,-0.06937072009120406,-0.8081388909704125,-0.9435429757726732,-0.4987221212524691,-0.6502078192858929,0.1218996256238162,0.32159712154809583,1.0,-0.23977380624324854,-0.6260044958798952,-0.28094006563674584,0.31877029412602986,-0.0057640623662487235,-0.9642627929466813,-0.8585727649209893,-0.4488313732818118,-0.6297602002188984,-0.5709963785698996,-0.8626197504898013,-0.9022743641968104,0.46755554536650484,0.8268433282826285,-0.9509367037898812,0.9282816935609066,0.8830754876325551,0.8753012751615464,0.8893714072322044,0.3072626752313705,0.5945124537219886,-0.12110618623800505,-0.6765166417714856,-0.4627365401938778,0.26133540162731667,-0.8532333244149294,-0.9649196884954317,-0.3564803535617783,-0.40425642925327987,-0.2754609146186979,0.9585211223045262,0.8604011013228039,-0.3209402718455062,0.37883827375139334,0.7505756680515089,-0.5708587667733003,0.5162535109238611,0.6751467135657493,-0.5741938983151176,-0.4308579082795156,-0.9114713916989727,0.7968242000903893,0.9329805583175321,-0.9617463524597708,-0.11060708303403383,-0.7275815833387159,-0.5294488514168051,-0.8449873716606954,-0.12912301157513742,-0.2474332264002201,0.3148442894930705,0.8583178585839002,0.6562891842423781,-0.8616270721364107,-0.8893722956549348,-0.625728047899102,-0.6084201819471172,-0.2726253890577037,-0.10525519707060421,-0.8088273501010661,-0.9540340133148781,-0.25851593552963986,-0.3344108166302231
Median household income (2018$),-0.06878069873614713,-0.00048173359306191694,-0.00025707791809170187,-0.004845496546913635,-0.007394893419393066,-0.04798020772285693,-0.5158320005206318,0.016814036198182,-0.36051746906591026,-0.05568024788530506,-0.2517196194301495,0.28131744270763936,-0.21590674341067256,-0.8371021675332686,0.5601774454237199,-0.18889299259032732,-0.5016321171900757,0.7225760921396084,0.4182984961424581,-0.31215028348611307,-0.4616981118762807,-0.7349839159593412,0.7252748392108178,-0.23977380624324854,1.0,0.8813428304814286,0.9946703077508274,0.7337731119322836,0.9183043071077478,0.4491185993918608,0.6462524769034801,0.9341958334827638,0.8297297533972705,0.8453345129048071,0.6152399625709546,0.6105471682821909,-0.8847918401308337,-0.6340876001560455,0.5124682990424013,-0.13480918122438845,-0.00690163799375927,0.029575909979166957,-0.007622727773085214,-0.29886358805139984,-0.7061079455290297,-0.512698126414326,0.8739339901977166,0.8343706489833774,-0.9876111819703228,0.6199642342497955,0.10053167817214749,-0.7455638661866261,-0.7185976525326075,-0.8199098741454918,-0.25270445535957353,0.020015138582329995,-0.34774423875719446,-0.6746503597540213,0.04569946944400275,-0.4654411911211499,-0.49772925480530117,0.3061176173637563,0.7040444786430111,0.1800278265765117,0.047994491685994296,0.020349061364148456,-0.0822718372452684,0.3730581503807152,0.9715238178812922,0.8246032790851474,-0.5626584806118514,-0.199926772732755,-0.7537321144960127,-0.6041160274140264,-0.3533219033251354,-0.29081631502630284,0.34966171108063815,0.5895346099990646,-0.016013684876218886,0.8290780464611712,0.8143418036630106,-0.5475203829915121,-0.5892096386018106,0.32586926127455135,-0.026000767590276905,-0.2041070618723745,-0.32153468399532065
