,Unique ID,Month,Day,Hour_Interval,Born in New York State,Car-free commute (% of commuters),Disabled population,FHAVA-backed home purchase loans (% of home purchase loans),Foreign-born population,Higher-cost home purchase loans (% of home purchase loans),Higher-cost refinance loans (% of refinance loans),"Home purchase loan rate (per 1,000 properties)",Home purchase loans in LMI tracts (% of home purchase loans),Home purchase loans to LMI borrowers (% of home purchase loans),Homeownership rate,Households with children under 18 years old,"Housing choice vouchers (% of occupied, privately owned rental units)",Housing units,Income diversity ratio,"Index of housing price appreciation, 5+ family building","Index of housing price appreciation, all property types","Index of housing price appreciation, condominium",Labor force participation rate,Mean travel time to work (minutes),Median household income (2018$),"Median household income, homeowners (2018$)","Median household income, renters (2018$)","Median rent, 2- and 3-bedrooms (2018$)","Median rent, all (2018$)","Median rent, asking","Median rent, recent movers (2018$)","Median rent, studios and 1-bedrooms (2018$)","Median sales price per unit, 1 family building (2018$)","Median sales price per unit, 2-4 family building (2018$)","Median sales price per unit, 5+ family building (2018$)","Median sales price per unit, condominium (2018$)",Moderately rent-burdened households,"Moderately rent-burdened households, low income","Moderately rent-burdened households, moderate income","Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","Notices of foreclosure, all residential properties","Notices of foreclosure, initial, 1-4 family and condo properties","Notices of foreclosure, repeat, 1-4 family and condo properties",Percent Asian,Percent Hispanic,Percent black,Percent white,Population,Population aged 25+ without a high school diploma,Population aged 65+,"Population density (1,000 persons per square mile)",Poverty rate,"Poverty rate, population aged 65+","Poverty rate, population under 18 years old","Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","Pre-foreclosure notices, 1-4 family and condo properties",Private eviction filings,Private eviction filings per 1000 private rental units,"Properties entering REO, 1-4 family",Public housing (% of rental units),Racial diversity index,"Refinance loan rate (per 1,000 properties)",Rental vacancy rate,Residential units within 12 mile of a subway station,Residential units within 14 mile of a park,"Sales volume, 1 family building","Sales volume, 2-4 family building","Sales volume, 5+ family building","Sales volume, all property types","Sales volume, condominium","Serious crime rate (per 1,000 residents)","Serious crime rate, property (per 1,000 residents)","Serious crime rate, violent (per 1,000 residents)","Serious housing code violations (per 1,000 privately owned rental units)",Severe crowding rate (% of renter households),Severely rent-burdened households,"Severely rent-burdened households, low income","Severely rent-burdened households, moderate income",Single-person households,"Students performing at grade level in English language arts, 4th grade","Students performing at grade level in math, 4th grade","Total housing code violations (per 1,000 privately owned rental units)",Unemployment rate,Units authorized by new residential building permits,Units issued new certificates of occupancy,Entries,Exits
"Pre-foreclosure notices, 1-4 family and condo properties",0.7441640701829656,0.0010310085312894234,7.723113753378966e-05,0.014770860501088192,-0.3584509045809466,-0.9766053957990909,-0.36875212451523565,0.9579315143977586,0.7409238370865748,0.9500679903691118,0.7469739358344442,0.9080954797694655,0.8640678287556803,-0.15094632021619667,0.8345961212537301,0.8333735425724537,-0.41593722312157205,-0.63731560783549,-0.8059536817708243,-0.4708452052210126,-0.8779578287915046,-0.3217022264068336,0.35107299451700197,0.8604011013228039,0.020015138582329995,-0.4458630978209213,-0.04748560295369791,0.5379785919977974,0.2925055775370013,-0.8127536687497305,-0.5872614039115768,-0.16700511180935942,-0.5076965312107533,-0.4635035155402626,-0.6325221728332127,-0.7130403666766918,0.13718154147643194,0.538194416771859,-0.751193939296973,0.9341339346934368,0.9891391328835267,0.9926725737749061,0.9903690234114054,0.5332417202866455,0.19822425729868567,-0.37042698267925256,-0.3969663857818203,-0.23905644893866015,0.06989328452680785,-0.5291015821371124,-0.8834511536373936,-0.6174316394106331,-0.612066920796786,-0.5482107154838528,0.9293400056096152,1.0,-0.7202675643005689,-0.05601888770781873,0.8911251475181294,-0.7726239040019529,0.5897424895460102,0.8851998150294434,-0.5247615700954488,-0.659583897035479,-0.981313741888913,0.972409969717356,0.94221875680483,-0.8936107209280654,0.22150636039998875,-0.5277235972496488,-0.6589122850704043,-0.7551704877650355,-0.4225022874179621,-0.5612878112341426,0.19282321594809948,0.8691887586095031,0.8392811901577365,-0.7654491646801076,-0.9920767059826663,-0.2594535240858612,-0.25481269602919426,-0.6203815383214328,-0.3983022527702419,-0.8631587003180403,-0.8691837836453209,-0.3034941494827823,-0.38064518642992096
Private eviction filings,-0.3347784511958994,-0.001223063668626379,0.00017203692270653976,-0.009799653902405739,0.5663700749111292,0.6899585624817534,0.8383215329441668,-0.6873846966625913,-0.507812836871958,-0.6714623358754223,-0.7629960715230626,-0.8329991186792988,-0.5922481534576057,0.583112473488511,-0.810875945792611,-0.36331082383553437,0.8458929563788128,0.09024055373282233,0.3094275523982593,0.11030928398857952,0.8353012087823347,0.8398550728780461,-0.39315148693310725,-0.3209402718455062,-0.34774423875719446,0.03926632734988582,-0.30578013906023155,-0.6934242846802938,-0.6126150044100311,0.2723496291143106,-0.062442380868024165,-0.3587064660298691,0.1755328311545707,0.16911753773887434,-0.029128530310509944,0.12309244045817569,0.2081542331627545,-0.04622706937530364,0.14280781571886247,-0.6126188079928737,-0.7201655496127829,-0.7074005713145242,-0.7127258460569997,-0.7259248397797108,0.33064797982682964,0.7869524626050518,-0.1359266129876843,-0.2898063529755707,0.22230065742736077,-0.15523508271958877,0.3258488355313183,0.7574918173229844,0.6855161194554029,0.7221562311907115,-0.5032986056090162,-0.7202675643005689,1.0,0.7118266289544031,-0.6315960802977654,0.8273511202870588,-0.3517007740568867,-0.7809052891938125,0.18489972236310656,0.5625958198303067,0.6806566281057639,-0.6991918145884494,-0.6186496405015616,0.40678629719404763,-0.5324009400385832,0.054159324548821615,0.6968596082353697,0.4214894953027782,0.7799426301630431,0.8810206592655524,-0.07156955507868104,-0.542069095705882,-0.819474414534753,0.36428749452150966,0.6978104021295943,-0.3185696604291198,-0.3375630529870629,0.9389501771761597,0.7457791004138788,0.6604400086701384,0.3818895772694832,0.18688779259859267,0.23055609185114107
Private eviction filings per 1000 private rental units,0.21677933574616914,-0.00033789789286162647,0.0003777216097088808,0.00010887090734365291,0.4208380332049276,0.03770580424849546,0.8562835471148866,-0.0344754318940526,0.07214136875051591,-0.03396994785760398,-0.2571878483913964,-0.34529216995957246,0.03221369749479242,0.7833808250821926,-0.4508033242410506,0.27078824890700615,0.8409662409514034,-0.615153538656019,-0.3831548372146922,-0.13340365418534822,0.41793650165117563,0.9539259208009654,-0.40063566035420856,0.37883827375139334,-0.6746503597540213,-0.5573107263450928,-0.6788671629297353,-0.6162824562090412,-0.7621154650305784,-0.44940172873305395,-0.7227331393506109,-0.8283057706393645,-0.43060492732746225,-0.4089276771664502,-0.7216138679309543,-0.5963965902054567,0.5935100172364696,0.5607644861270902,-0.5793335936678464,0.05149207099043539,-0.05599402292246977,-0.044275575412876036,-0.05064741225674982,-0.34436745191364976,0.7260811543601688,0.7998344677839673,-0.7213104409223217,-0.7922893676718525,0.5918831095712423,-0.7838968942110864,-0.35389134156121355,0.623264098603794,0.5391096072825339,0.6523487059067711,0.2122363352318075,-0.05601888770781873,0.7118266289544031,1.0,-0.018826743794741446,0.5086227206294968,0.22792188106624298,-0.28156951705039157,-0.3743531472719171,0.117952008502233,0.006291422298523935,-0.04124924149427319,0.03831443266226447,-0.34417977955726153,-0.7251331340284346,-0.5923800517152469,0.44979234237823557,-0.06021510322233386,0.7968690355841578,0.7827238512452437,0.11488296832730678,0.11428237438377338,-0.4153211786762411,-0.34096816402121527,0.03983721424598041,-0.8064499261288546,-0.8194363076646562,0.7842490652619334,0.7658352262378483,0.011554886248913937,-0.2330219985117792,0.011904330375438294,0.040649845560377214
"Properties entering REO, 1-4 family",0.6105221902045714,0.0021845910967628083,0.00034904152887054384,0.0020040056177146335,-0.09721297552994115,-0.9340786218410977,-0.28340946112329707,0.9704720954731332,0.5050467229498615,0.7186349925061002,0.5221876475136107,0.7639257032596998,0.6212849219985912,-0.33584179596838165,0.7296693942586086,0.5594849107504415,-0.17987699499651663,-0.6020821601759134,-0.5870576270272613,-0.1733221604261872,-0.7699680274504389,-0.2562242437243857,0.22003721090385367,0.7505756680515089,0.04569946944400275,-0.37800632142680013,-0.02120432653308197,0.3414214370661838,0.18228619422235465,-0.6520338020619291,-0.4516922655948912,-0.16809525019231236,-0.44049741800325104,-0.41841431929757406,-0.5721565572986758,-0.5937040005570413,0.02968652697245482,0.5099225134816536,-0.6505383105384509,0.7538400754903302,0.8948947250975603,0.9247416361185573,0.8584703204226903,0.5583343681806345,-0.03263052124835678,-0.22881469696763515,-0.30029011121858556,-0.3522741258268226,0.017415453613865747,-0.43586191386773315,-0.7718677665336962,-0.4764781987463764,-0.4306210497381413,-0.45674423834916167,0.7519976993740098,0.8911251475181294,-0.6315960802977654,-0.018826743794741446,1.0,-0.5757738446087771,0.7710922778982677,0.947029479287301,-0.2606510897790206,-0.347699452454697,-0.8676026671187986,0.9570028071360608,0.7770720388850685,-0.8114689582102906,0.2172993704966184,-0.467479111368837,-0.6476656775560641,-0.7382419542902725,-0.4188579210461211,-0.3929938355744502,-0.24390478814987973,0.5964147596437188,0.6143918090804882,-0.62268679766335,-0.8438492381200091,-0.10327431015411691,-0.08172808572703902,-0.47694003849602473,-0.11398064576209853,-0.6836238541811654,-0.7094687599114411,-0.4411201987717038,-0.45887934295000526
Public housing (% of rental units),-0.4731518527446506,-0.0005186822969073321,0.0003590599633061997,-0.021429285068459362,0.6909287726237829,0.6756688757102977,0.7884125845762612,-0.6327049914260294,-0.6485736951938975,-0.8138203327910568,-0.6855953149011943,-0.9592283037037723,-0.7540300499068274,0.4634159514694696,-0.9013410359285094,-0.6438243439144328,0.8214964936523591,0.09802584445256761,0.5206383528001164,0.49850892520386403,0.9532201194770991,0.709193661640187,-0.7871505538040734,-0.5708587667733003,-0.4654411911211499,-0.028788759083787502,-0.44065139911194545,-0.9260023470469387,-0.7533332113882136,0.46136502476573,0.1379297331397665,-0.4010259139047913,0.06914319408782538,0.021080298646071145,0.10898870550749311,0.2529030188408273,0.13240692822311143,-0.20928200067380262,0.3250566045302567,-0.7768872483814961,-0.7906571056483773,-0.769553843927073,-0.8068456484554622,-0.3929957836062654,0.027862958074659237,0.829288615855772,-0.07531509545065497,-0.3975184150094291,0.3891329493253123,0.09056134668534868,0.5743989326099861,0.9330145481650398,0.9309927778628332,0.8823078068214696,-0.6578553117887712,-0.7726239040019529,0.8273511202870588,0.5086227206294968,-0.5757738446087771,1.0,-0.05727259574041901,-0.7747804739997646,0.14461561284253616,0.464293692149849,0.7840148376708875,-0.6622133533670854,-0.7961516280770836,0.5059518774561741,-0.5978041312894727,0.04420210169570752,0.8927699475459694,0.7407882532387191,0.8218655984738672,0.9322024739835153,-0.29408543176474566,-0.6663765207797825,-0.9883732307046084,0.4080505461900161,0.8087596640427731,-0.12870414405717223,-0.1481334961722801,0.9231694305300818,0.8443140293649084,0.6705249194057628,0.707818892932121,0.2076227700779594,0.34130535512663673
Racial diversity index,0.3803036118287085,0.0024857306969423574,0.000550660840781088,-0.005529072589666061,0.07291518905381171,-0.6599659380054598,0.04658316462042534,0.7362941179258693,0.4069256821647028,0.4205345861653574,0.47508694729728207,0.3220690866712741,0.4119554800365201,0.048808343429981214,0.19352928960491114,0.29075555553375787,0.1687455847209875,-0.7782633301313279,-0.46956456562289944,0.2896439538630941,-0.25497050630655455,0.12446753361365616,-0.417082214335216,0.5162535109238611,-0.49772925480530117,-0.7155913718230066,-0.5530595000738385,-0.2722273674845939,-0.40882428507167173,-0.5597195465766065,-0.5106065553904893,-0.5967175742929106,-0.754445324240531,-0.7718810813286726,-0.6361681958593479,-0.6357518820919473,0.3786544093441113,0.5917530622311874,-0.610139983057446,0.4875283992181547,0.5997686402817741,0.6162124699060867,0.5514973789402691,0.7170461708634108,0.10523935703334977,0.14558822323531584,-0.5858409812814221,-0.7478359645263778,0.5543389018111269,-0.4763555622920553,-0.46690331905882676,0.13494958744519678,0.200439338501863,0.16372382459348514,0.5499944897616617,0.5897424895460102,-0.3517007740568867,0.22792188106624298,0.7710922778982677,-0.05727259574041901,1.0,0.5680568448843161,-0.47689108829731497,-0.30369654069933616,-0.5780764123160242,0.7082477837782016,0.4772775045550502,-0.7056601007884085,-0.3408792187653199,-0.7284922430355535,-0.10378925051668708,-0.2858843540930902,0.08087975156383513,0.07849667795588482,-0.24109288678444002,0.4411127898485812,0.13587461078740976,-0.6791633144908538,-0.5171539768566553,-0.3408338662226443,-0.31413193029956443,-0.049905014537863814,0.33118458245798266,-0.6013235008710454,-0.3078617870796706,-0.25550827590113256,-0.15221782557604924
"Refinance loan rate (per 1,000 properties)",0.5521571663385494,0.0020223228032988498,0.0001500960774490846,0.0056281779625124775,-0.2753802354176952,-0.897847761001987,-0.5415102050847908,0.9202172445133868,0.5053609071502854,0.7410188851326255,0.556191770672014,0.886319132473882,0.6347510734291952,-0.5466431935284793,0.8733808505598684,0.5322209723402246,-0.4385954904372092,-0.37413450928966113,-0.5011310310478877,-0.2388302553055531,-0.9126090114514417,-0.5161244330030476,0.4758496319403361,0.6751467135657493,0.3061176173637563,-0.1543293181590369,0.2502158742626846,0.6050636710471428,0.47109499816465306,-0.5352372765757843,-0.25628340869502475,0.12866040663210773,-0.2439021908754678,-0.21660598675347123,-0.35205054422492194,-0.41099018973463364,-0.14017374038610642,0.3615954743706348,-0.48964504115238344,0.7570099685872621,0.8970129922248096,0.9188177509626847,0.867026086020264,0.5415574643337591,-0.17364580608599617,-0.5004860423105186,-0.06755926129165064,-0.03971109507414232,-0.23625284079450673,-0.2378959983158651,-0.7004541278791716,-0.7182069116456373,-0.6687613878528645,-0.7049328261268538,0.697144506431909,0.8851998150294434,-0.7809052891938125,-0.28156951705039157,0.947029479287301,-0.7747804739997646,0.5680568448843161,1.0,-0.10282298241827346,-0.32521888514486874,-0.8653143402238503,0.9147372206202652,0.7884344617127783,-0.6943139657057976,0.4678110684707792,-0.24804773492861093,-0.8390120055217649,-0.7976620307315301,-0.6827525868734786,-0.6509758413948071,-0.20683515980694983,0.5678048665780073,0.7781949984599955,-0.49619210398223224,-0.8539826683035653,0.1074547726187178,0.13415206813199934,-0.70956353696781,-0.389768454946156,-0.6595994532611534,-0.7071615287875206,-0.43643070047489574,-0.49114637844099573
Rental vacancy rate,-0.5112095464525179,0.0005462937626195015,-1.7149864275145847e-05,-0.017669164931602883,0.2823922465903786,0.46573106609180664,-0.16721381241779745,-0.42373460544656366,-0.7074354853177,-0.6423411266016282,-0.6912103610235762,-0.2882060188655794,-0.6890468022737143,-0.6749791360427924,-0.08712482751992148,-0.70622446272873,0.04825683025803276,0.7980737184388265,0.7906160204438658,0.2717544257455074,0.14005286667103228,-0.27561458258879384,0.3391347759167614,-0.5741938983151176,0.7040444786430111,0.8489055348562509,0.7453809702439197,0.13590914727816836,0.4158117574209765,0.7641601055109144,0.7882046081613963,0.7260587180136907,0.839594486707917,0.8171386821894147,0.73709850939774,0.8138636382091601,-0.6832995774998741,-0.5902751418522416,0.7280577254039798,-0.6104601792263056,-0.4985350489247941,-0.460570584486868,-0.5356475067956303,-0.422859369849533,-0.699650104890244,-0.1330565102542381,0.8312638463936425,0.6020235949350241,-0.780246193906181,0.6859725475371821,0.5267482416605627,-0.1439129332749331,-0.10093863058996257,-0.2679143173241742,-0.7083533388239793,-0.5247615700954488,0.18489972236310656,-0.3743531472719171,-0.2606510897790206,0.14461561284253616,-0.47689108829731497,-0.10282298241827346,1.0,0.8017118743688432,0.5310715630509524,-0.452069330495555,-0.5607677471193486,0.6913242627775833,0.5464006110052261,0.8261369485350426,-0.18623718057385652,0.0864493087939699,-0.38427509215886707,-0.04822240680089625,-0.6912280258810315,-0.8116675761251464,-0.2883878883956495,0.8335850918163068,0.5416096704010024,0.7750876518116343,0.7946158276224298,0.010136630770707476,0.01461276714794682,0.7324710717962385,0.4455519263819699,-0.14510388076454656,-0.1456780802611026
Residential units within 12 mile of a subway station,-0.5662037805024577,0.0011820887057442091,0.00012616431136470125,-0.014653820001296045,0.29681470258602244,0.6340939201209458,0.16851117871265883,-0.5593522138954611,-0.5565953590058798,-0.7295441481017206,-0.7197059316421023,-0.5143113006140939,-0.6456425916749168,-0.21635622057871473,-0.5086212861394976,-0.6678666275245895,0.47032740754312263,0.4506608059613722,0.6096146006606465,0.498789594167791,0.47248493580335943,0.26370293347507695,0.05506656706850363,-0.4308579082795156,0.1800278265765117,0.42530180259744893,0.24855649307456518,-0.30131849239709335,-0.12467461882144602,0.5523229643185897,0.43738612160422435,0.23177844291375288,0.4626349386273282,0.4363978065294804,0.41355714726320936,0.5189448843006416,-0.14306086319604455,-0.15390776234588105,0.4545123234446822,-0.5976345202481014,-0.5839322321588377,-0.5671829674704979,-0.6296149100062103,-0.40190111644474197,-0.24538199516516498,0.17827134359974775,0.3646202791648842,0.16033615973051712,-0.3145871087628132,0.29762695917916926,0.49595139044901876,0.3165607074522652,0.3296602455659322,0.2157651441486607,-0.6473697779924463,-0.659583897035479,0.5625958198303067,0.117952008502233,-0.347699452454697,0.464293692149849,-0.30369654069933616,-0.32521888514486874,0.8017118743688432,1.0,0.581591822306956,-0.5956973891383108,-0.5659694635231478,0.5403612757151287,-0.026922056227627545,0.41151549241014074,0.06152585967931458,0.08132796609564866,0.029900462609515614,0.3736787967243869,-0.5824822259345719,-0.7832222793591163,-0.5682724884254772,0.5830418721904959,0.6557778105038523,0.28845778685120566,0.3359663222557116,0.4296075744497442,0.45797754998511736,0.6694415653608593,0.4544895261024137,-0.06979870073619661,-0.006910685735083674
Residential units within 14 mile of a park,-0.7140928386644465,-0.001303947485156479,-3.238332892098359e-05,-0.018466121479091917,0.4686084847132159,0.9265108338195732,0.3961570937677517,-0.9148773524278315,-0.8329671949882501,-0.9620617141705512,-0.7845135280547306,-0.9219984679098377,-0.9228042216592262,0.09510622548510833,-0.7745974522139986,-0.861145912688486,0.40304363008417754,0.6781176586591765,0.8611562783478116,0.42058256673057104,0.8578003657024116,0.2607521396163577,-0.39249292867899055,-0.9114713916989727,0.047994491685994296,0.5130358778877058,0.10028958034564929,-0.525934395040165,-0.2430059003307961,0.8649581899368207,0.64171594162345,0.20880977273299853,0.5745505671628359,0.527871356657381,0.6652773633367054,0.7582407272664954,-0.2705682109768621,-0.6604540284403342,0.8023632989858327,-0.9786438162546838,-0.9967043857802875,-0.9871943944778983,-0.9966989030197436,-0.5620022765474241,-0.3082317703976162,0.4140108263983781,0.47266754885640655,0.25613430699854,-0.12054572745704595,0.5964873293343832,0.8889994645370756,0.5880806313339474,0.5911799617388479,0.5112115126684682,-0.9592059403677211,-0.981313741888913,0.6806566281057639,0.006291422298523935,-0.8676026671187986,0.7840148376708875,-0.5780764123160242,-0.8653143402238503,0.5310715630509524,0.581591822306956,1.0,-0.930338566497036,-0.9846519004703144,0.9265198417417804,-0.1351387616990532,0.5971448750949967,0.6974517900166284,0.8260767453462685,0.4236011803016196,0.5564394574218032,-0.25523965879639615,-0.8952289138717933,-0.8487090474988271,0.8284497280659188,0.9899282016058893,0.3474159543606573,0.3266376342696276,0.605405004766854,0.3828379808449303,0.9111259697345935,0.8967057580207722,0.286713912714908,0.359638563390647
"Sales volume, 1 family building",0.7146559004368982,0.0013823366346105584,0.00023625687396540754,0.007258265774070556,-0.17954714830829072,-0.9962297911124928,-0.2926727863948108,0.9981662723155535,0.605930997679006,0.8538234001073135,0.6496079080838921,0.8294335690767954,0.7405550788900764,-0.2234111194518353,0.805051411882328,0.7129746460624191,-0.30349284712837754,-0.638900364804432,-0.7038366216425496,-0.35974662868181967,-0.8266629668545836,-0.29998907808298336,0.228276887425801,0.7968242000903893,0.020349061364148456,-0.42509641556616107,-0.057160621362150436,0.42586463682065456,0.23038114643896274,-0.738815406775527,-0.5306421432423668,-0.19127969644137102,-0.4858762557408325,-0.4536700158200714,-0.620902647685303,-0.6694430498393034,0.05290008018865731,0.48258935237817197,-0.7058559452963399,0.8420195329059478,0.9518728725022667,0.9729730427743329,0.9378475278072599,0.5507725796691825,0.06475116562915234,-0.259152892710319,-0.3557472295097793,-0.32233098643403807,0.07039812117823334,-0.47924326558339375,-0.8411904926873394,-0.5405231130744906,-0.5130309428091999,-0.4926652513356456,0.854057645533667,0.972409969717356,-0.6991918145884494,-0.04124924149427319,0.9570028071360608,-0.6622133533670854,0.7082477837782016,0.9147372206202652,-0.452069330495555,-0.5956973891383108,-0.930338566497036,1.0,0.8548436265874427,-0.8629611172397101,0.22507040944104034,-0.5053695609911973,-0.602117101351266,-0.692762677643283,-0.3837137733357255,-0.4664170394607724,-0.012937533124865905,0.7586488930554686,0.7250403015379355,-0.7015441165026085,-0.9366637868862581,-0.17997930810117327,-0.17781172021701883,-0.5468902862737453,-0.26057972830430215,-0.7812029009155285,-0.7848217342465874,-0.362921326696689,-0.4109767229206748
"Sales volume, 2-4 family building",0.699910793133415,0.0010567991112636831,-6.272842136692848e-05,0.023000257120599187,-0.5600409160185931,-0.8549220187058091,-0.39285420529599946,0.8323477578299855,0.8948690769982182,0.9738370150583172,0.7975781134260767,0.9138266325787495,0.9653845571305093,-0.0035429943539276895,0.7248371408297347,0.910517186434076,-0.41356036111902944,-0.6739825577724189,-0.9079851064029972,-0.46844427802218713,-0.826791093253809,-0.20829988044318828,0.44798646829416033,0.9329805583175321,-0.0822718372452684,-0.53201011983911,-0.12253008927819457,0.5449539651509612,0.2316205582496388,-0.8963169004159152,-0.6854046052564003,-0.22248429035543787,-0.5851950018399312,-0.5314980015093309,-0.675143882810998,-0.779820671454457,0.3582146944526261,0.7097530508260589,-0.8246133452277408,0.9976858892737157,0.9684514276226676,0.9466027010388085,0.9779528678515101,0.5074627249239198,0.4286362346451391,-0.4382972125411033,-0.5169075459988962,-0.224506748214655,0.1426240059528764,-0.6446674284814253,-0.888642130306617,-0.5778771598957987,-0.600507807966016,-0.489334371259221,0.9720696613589562,0.94221875680483,-0.6186496405015616,0.03831443266226447,0.7770720388850685,-0.7961516280770836,0.4772775045550502,0.7884344617127783,-0.5607677471193486,-0.5659694635231478,-0.9846519004703144,0.8548436265874427,1.0,-0.9190120172389463,0.08247230678096201,-0.6159537088132288,-0.6909847913420382,-0.8452489869411152,-0.39597620809622075,-0.5544650971077996,0.38602525524922365,0.9269013209148631,0.862753315308033,-0.8503449630149942,-0.9722860005418048,-0.42961153569776844,-0.40555175824307993,-0.5844768733685167,-0.41462325041824605,-0.9221732367125801,-0.9227171811399667,-0.23353363168422067,-0.3201033038172075
"Sales volume, 5+ family building",-0.7240970610211889,-0.0012717019693590638,-0.0002001781138981303,-0.016212486373553082,0.2913542644771146,0.854329407198646,0.061088077404129436,-0.853459497916487,-0.8210005521685616,-0.8773663913141143,-0.6929953998676367,-0.7114529215093409,-0.8749426010530467,-0.22185285794190898,-0.5166242765743376,-0.8711020832112933,0.06957687450644774,0.8995676351809303,0.9394163254062369,0.3482178668201448,0.6113121330283805,-0.10772365654247751,-0.11450336956891664,-0.9617463524597708,0.3730581503807152,0.7538468980841052,0.42520675279484954,-0.19443545630861847,0.12212186968534106,0.9698585015813485,0.8635859878127674,0.5539813397107878,0.7724978109898714,0.7294990815874178,0.8909681300756164,0.9401137810211521,-0.5179572681493086,-0.8357436132264103,0.9588711473189693,-0.9246788596748071,-0.9084535799040613,-0.9005670666998515,-0.9067579464145739,-0.4985902313983258,-0.5435728107743931,0.0825942104503782,0.7477795370187421,0.5863192678397915,-0.42102832704571663,0.8311365445905264,0.9185890072915002,0.25742909592086344,0.27922838001931866,0.17092024741987377,-0.9695098627427048,-0.8936107209280654,0.40678629719404763,-0.34417977955726153,-0.8114689582102906,0.5059518774561741,-0.7056601007884085,-0.6943139657057976,0.6913242627775833,0.5403612757151287,0.9265198417417804,-0.8629611172397101,-0.9190120172389463,1.0,0.20673311928236163,0.8296326859207456,0.4302462750050343,0.7285906858266367,0.06789944547672581,0.2105478127931794,-0.279301008827918,-0.887138800878034,-0.6078207645237131,0.937041148768551,0.8988671603255372,0.6337252517134144,0.6166617590346869,0.2712448317136561,0.04743209620815705,0.8831675490614964,0.8646079025682316,0.24167693077254482,0.27633831580687224
"Sales volume, all property types",0.07429278671147628,-0.0003491528187986951,-0.00023031607180643758,-0.0030524782699332515,-0.06768418312291917,-0.25391300428787233,-0.5928571762329693,0.21852409846585527,-0.22212432103392143,0.131515106958313,-0.06426733788787875,0.4445862101300363,-0.0532185713673069,-0.8579143837093607,0.7192394214538836,-0.044936349531724436,-0.6114498352691503,0.5896178131198166,0.2747890634883204,-0.37394805611151516,-0.6187281870547312,-0.8279648373478851,0.714591911835038,-0.11060708303403383,0.9715238178812922,0.7685642156788416,0.9470300083841264,0.808621172487345,0.9547676808506832,0.3068577417409274,0.5497304073412144,0.8837233371025113,0.6988025547738236,0.71732916252973,0.5049429651710281,0.47754080905674157,-0.8659688934317904,-0.5677763079054952,0.3875790701737692,0.03356544262651356,0.18260519794426536,0.21952277216933308,0.18304328825555602,-0.1359811413700658,-0.7005568011370934,-0.5772921641660195,0.7927261443739142,0.770152564070637,-0.925768490333865,0.5520009007442097,-0.03952766885867581,-0.8420281912130578,-0.8052610205735857,-0.8991465971784254,-0.07872954362613294,0.22150636039998875,-0.5324009400385832,-0.7251331340284346,0.2172993704966184,-0.5978041312894727,-0.3408792187653199,0.4678110684707792,0.5464006110052261,-0.026922056227627545,-0.1351387616990532,0.22507040944104034,0.08247230678096201,0.20673311928236163,1.0,0.7095318960082065,-0.6362878521155076,-0.2706113332463695,-0.8130445471202908,-0.7150118102421059,-0.3034787743303222,-0.1082911687731227,0.5020832997411327,0.4307699038213394,-0.2072103624843417,0.7939519205535983,0.7749446170544202,-0.6821268491364031,-0.6777744478477146,0.13915114028416883,-0.14859870477583687,-0.2393299333503424,-0.36129003954786226
"Sales volume, condominium",-0.4619603375130552,-0.0012066045539990563,-0.0002607229837655523,-0.013376895199466039,0.21218325241019081,0.4798530575460474,-0.23472284931874401,-0.5022411146693032,-0.7345353126342068,-0.5664525835039821,-0.5898375043846757,-0.2775653417531819,-0.6719227761134204,-0.6186468929981436,0.02541496583384292,-0.6329914341346982,-0.23860801438375254,0.9728824583113163,0.8191016226040889,-0.008077032561685663,0.10182552164985201,-0.4905662814849135,0.3471857320496673,-0.7275815833387159,0.8246032790851474,0.9887257350114357,0.8488837089051501,0.31133858670790177,0.6178131144609346,0.8550532489256336,0.8995645372281041,0.8824617741495329,0.9742227574262461,0.9585284545042975,0.8945097191953578,0.9282926732389312,-0.8615460318200259,-0.9050969392621773,0.8832657706457828,-0.6507635770107798,-0.5609775468636118,-0.530909080071503,-0.5583184903870952,-0.5107724739855691,-0.7514960027685287,-0.21988353068016342,0.9745674580318068,0.8407478054425801,-0.8442008903001138,0.8662868182534684,0.6049945285588051,-0.28222091080996603,-0.2554217450179698,-0.3792508456191233,-0.7389553085328848,-0.5277235972496488,0.054159324548821615,-0.5923800517152469,-0.467479111368837,0.04420210169570752,-0.7284922430355535,-0.24804773492861093,0.8261369485350426,0.41151549241014074,0.5971448750949967,-0.5053695609911973,-0.6159537088132288,0.8296326859207456,0.7095318960082065,1.0,-0.04900070367695272,0.3405758097884502,-0.38180536871648346,-0.21229221285235708,-0.3806879357056395,-0.7111662368409558,-0.1712238929013316,0.928750921262598,0.5356679895375388,0.8748083130937674,0.8497287641962851,-0.14247670082113567,-0.3112964745847646,0.7452532084460866,0.5044475121277122,0.02514268617998686,-0.02729473564443452
