Step,Accuracies,RunTime,Tests
1,0.5,1.73428309,7.665517241
2,1,0,0
3,1,0,0
4,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,0,0
9,1,0,0
10,1,0,0
11,1,0,0
12,1,0,0
13,1,0,0
14,1,0,0
15,1,0,0
16,0.4914,0,0
17,0.7327,0,0
18,0.9415,0,0
19,0.9605,0,0
20,0.9629,0,0
21,0.9561,0,0
22,0.9599,0,0
23,0.9585,0,0
24,0.9606,0,0
25,0.9593,0,0
26,0.98,0,0
27,0.9809,0,0
28,1,0,0
29,1,0,0
30,1,0,0
