Dist_Array1,Dist_Array2,Dist_Array3,Dist_Array4,Dist_Array5,Dist_Array6,Dist_Array7,Dist_Array8,Dist_Array9,Dist_Array10,Dist_Array11,Dist_Array12,Dist_Array13,Dist_Array14,Dist_Array15
0.00327232983410206,4.28400718313991e-05,0.00132952324314369,0.0013618871526282,0.000263622262238749,0.000475658330904627,0.00114483856070999,0.000351046367374357,0.00372960948409949,0.00362025357704238,5.87574377326452e-09,0.000823728963240943,0.0040754158147487,0.002021465791729,0.000108099748094797
0.00402684550439687,0.00479317636744125,0.000684825864715484,0.000652562868125085,0.0008696053645151,0.000402624999817817,0.00214907230415968,0.000109214425405356,0.00109995147486641,0.00112670485230259,0.000834327984193368,0.000839928654742666,0.00792706418996956,0.00263955823842321,0.0012622365902628
0.00973045256999125,0.00474089995325986,0.00124149347241973,0.000544187767064144,0.00139684272076281,0.00182134057854041,0.00155644489346096,0.000130190529332416,0.00356076295268138,0.00101306808869477,0.000343611650461839,0.000487012476815158,0.0140466722764671,0.00188569678915379,0.002134300556205
0.00977153473815836,0.00232287147090197,0.00454424093129309,0.000553152755464039,0.000484825854628026,0.00203912517233722,0.00284530775667275,0.00127853687341203,0.00341060071753784,0.00114976048598052,7.98102557025435e-05,0.000242021532068256,0.00706438904653944,0.00667918008798222,0.00133231918199234
0.00747300663367323,0.0025954251935286,0.00193680635049777,0.000692071399881977,0.00332923912464291,0.00139177121900033,0.00510672146094367,0.000780109972858915,0.00394330534538497,0.00673373411185327,7.94451030213632e-05,0.00513262673862791,0.00615365792713839,0.00624735640354337,0.000298699534173108
0.00494222793023909,0.00068286316102211,0.00609747411704207,0.00023014746527963,0.00284444644135957,0.0006085034277525,0.00174561972728864,0.000264369638823128,0.00170897433833052,0.00595396978202042,0.000151129930797175,0.00200312399608783,0.0031555612189112,0.00312002106269784,6.1336392260695e-05
0.00683449443203786,0.000447373676017326,0.00249241220499683,0.000530331637174531,0.00368699067472027,0.00305741854877482,0.00409494193224969,5.72078335346794e-05,0.000563747716789711,0.00734881266659788,0.000261436682676848,0.00311317281737725,0.0027236219417862,0.00251749923630737,0.000214337172140442
0.0047913606164825,0.00055161687727513,0.00134328618661125,0.000481460067446883,0.0030691346470759,0.00271348416464785,0.000894202133720779,0.000223802949439572,0.000575404406379518,0.0029865725570454,0.000191613288892614,0.000966531570145644,0.00537888560708156,0.000917105941692219,0.00355625114748776
0.00516883711299212,0.000571725434257548,0.00199764933969251,0.000980110669540962,0.00164030476705491,0.00126162996688531,0.00122694381768895,0.00129725935743346,0.00285358172885948,0.00609044369608512,0.000141806339884078,0.00242016980409958,0.00567189593652849,0.00179226619678928,0.000752505611422742
0.00484990410522376,0.00147563933707368,0.00153790052282814,0.00132294339581923,0.000490114691213997,0.0042073667268719,0.00265460885837619,0.000298457023417176,0.000872839503157156,0.00433849631466438,0.00342176429903109,0.00063796680731145,0.00679776413765951,0.00467865934872066,0.00146668529707154
0.0846972865853665,0.179425085863715,0.073695247996731,1.55996558382871,0.786841714383325,0.907960173526222,0.40411799521074,1.50443603044613,2.72241759977107,20.1566930943182,0.953675512840668,0.0248187657322339,0.120950096847282,1.40113597454029,0.765256937059414
0.0376040768203703,0.000119566061528077,0.0110405226637445,0.496843609422893,0.0522028409018404,0.0448072356545569,0.109056103077122,3.72656708353674,3.43910989821175,0.128232754209824,1.01220858421609,1.59805412741114e-07,0.0165381808623552,0.0852177398532604,4.28363795996162
0.00486697736988857,0.0012339318799279,0.00186143515470705,0.245162582279353,0.000233050343630354,0.00319170127080723,0.0815091099055374,0.498614972668717,0.362730114747951,0.000213512149758757,0.00933901333590143,0.000344896003895449,0.00417559224730392,0.00125300232809546,0.000161086999992222
