,Fit_Run_Times,Predict_Run_Times,Total_Run_Times
sam_knn,0.6891541481018066,0.2744021415710449,0.9635562896728516
vfdr,1.1595535278320312,2.514383316040039,3.6739368438720703
rslvq,1.293710470199585,0.07897758483886719,1.3726880550384521
obc,122.64908194541931,184.4942479133606,307.1433298587799
arfc,8.722869634628296,3.316497802734375,12.039367437362671
