,Fit_Run_Times,Predict_Run_Times,Total_Run_Times
adwin,159.70994758605957,590.0781080722809,749.7880556583405
awe,128.9960973262787,75.22110176086426,204.21719908714294
dwm,36.22213006019592,30.299211502075195,66.52134156227112
lnse,45.76774311065674,203.13842487335205,248.9061679840088
srp,302.82368063926697,189.46524095535278,492.28892159461975
