Day,TP,FP,FN,TN,FA,TP_Precision,TP_Recall,TN_Precision,TN_Recall,F1_pos,F1_neg,F1_Avg,Geometric_mean,Balanced_Accuracy,Y_score,AUC,Accuracy
37,122,72,38,104,0.409090909,0.732394366,0.7625,0.732394366,0.590909091,0.689265537,0.65408805,0.671676794,0.671243757,0.676704545,0.678667359,0.5,0.672619048
38,59,56,52,169,0.248888889,0.764705882,0.531531532,0.764705882,0.751111111,0.522123894,0.757847534,0.639985714,0.631853812,0.641321321,0.640098001,0.5,0.678571429
39,29,14,103,190,0.068627451,0.648464164,0.21969697,0.648464164,0.931372549,0.331428571,0.764587525,0.548008048,0.45234912,0.575534759,0.618488072,0.5,0.651785714
40,96,35,18,187,0.157657658,0.912195122,0.842105263,0.912195122,0.842342342,0.783673469,0.87587822,0.829775845,0.842223794,0.842223803,0.832366789,0.5,0.842261905
41,62,18,80,176,0.092783505,0.6875,0.436619718,0.6875,0.907216495,0.558558559,0.782222222,0.67039039,0.6293716,0.671918107,0.701584053,0.5,0.708333333
42,35,24,90,187,0.113744076,0.675090253,0.28,0.675090253,0.886255924,0.380434783,0.766393443,0.573414113,0.49814823,0.583127962,0.608641629,0.5,0.660714286
43,57,48,80,151,0.24120603,0.653679654,0.416058394,0.653679654,0.75879397,0.47107438,0.702325581,0.586699981,0.561874186,0.587426182,0.59284729,0.5,0.619047619
44,21,0,124,191,0,0.606349206,0.144827586,0.606349206,1,0.253012048,0.754940711,0.50397638,0.380562198,0.572413793,0.687794198,0.5,0.630952381
45,3,4,166,163,0.023952096,0.495440729,0.017751479,0.495440729,0.976047904,0.034090909,0.657258065,0.345674487,0.131629382,0.496899692,0.479452885,0.5,0.494047619
46,127,46,47,116,0.283950617,0.711656442,0.729885057,0.711656442,0.716049383,0.731988473,0.713846154,0.722917313,0.722934122,0.72296722,0.722923732,0.5,0.723214286
47,129,90,3,114,0.441176471,0.974358974,0.977272727,0.974358974,0.558823529,0.735042735,0.710280374,0.722661554,0.73900135,0.768048128,0.774874082,0.5,0.723214286
48,127,131,13,65,0.668367347,0.833333333,0.907142857,0.833333333,0.331632653,0.638190955,0.474452555,0.556321755,0.548487185,0.619387755,0.641089226,0.5,0.571428571
49,59,29,56,192,0.131221719,0.774193548,0.513043478,0.774193548,0.868778281,0.581280788,0.818763326,0.700022057,0.66762342,0.690910879,0.706617463,0.5,0.74702381
50,15,27,158,136,0.165644172,0.462585034,0.086705202,0.462585034,0.834355828,0.139534884,0.595185996,0.36736044,0.268966524,0.460530515,0.43519723,0.5,0.449404762
51,101,137,34,64,0.68159204,0.653061224,0.748148148,0.653061224,0.31840796,0.54155496,0.428093645,0.484824303,0.488074099,0.533278054,0.53599677,0.5,0.491071429
52,30,9,98,199,0.043269231,0.67003367,0.234375,0.67003367,0.956730769,0.359281437,0.788118812,0.573700125,0.473533287,0.595552885,0.657592552,0.5,0.681547619
53,102,33,15,186,0.150684932,0.925373134,0.871794872,0.925373134,0.849315068,0.80952381,0.885714286,0.847619048,0.860481564,0.86055497,0.850509658,0.5,0.857142857
54,87,113,1,135,0.455645161,0.992647059,0.988636364,0.992647059,0.544354839,0.604166667,0.703125,0.653645833,0.733600019,0.766495601,0.740159565,0.5,0.660714286
55,88,41,12,195,0.173728814,0.942028986,0.88,0.942028986,0.826271186,0.768558952,0.880361174,0.824460063,0.852712521,0.853135593,0.832617679,0.5,0.842261905
56,85,58,15,178,0.245762712,0.922279793,0.85,0.922279793,0.754237288,0.699588477,0.82983683,0.764712654,0.800688263,0.802118644,0.780230669,0.5,0.782738095
57,1,0,120,215,0,0.641791045,0.008264463,0.641791045,1,0.016393443,0.781818182,0.399105812,0.090909091,0.504132231,0.662513877,0.5,0.642857143
58,121,60,16,139,0.301507538,0.896774194,0.883211679,0.896774194,0.698492462,0.761006289,0.785310734,0.773158512,0.78544045,0.790852071,0.786746655,0.5,0.773809524
59,128,90,0,118,0.432692308,1,1,1,0.567307692,0.739884393,0.72392638,0.731905387,0.753198309,0.783653846,0.788615914,0.5,0.732142857
60,67,33,23,213,0.134146341,0.902542373,0.744444444,0.902542373,0.865853659,0.705263158,0.883817427,0.794540293,0.802857363,0.805149051,0.795710119,0.5,0.833333333
61,91,35,27,183,0.160550459,0.871428571,0.771186441,0.871428571,0.839449541,0.745901639,0.855140187,0.800520913,0.804594372,0.805317991,0.801071694,0.5,0.81547619
62,66,15,76,179,0.077319588,0.701960784,0.464788732,0.701960784,0.922680412,0.591928251,0.797327394,0.694627823,0.654867513,0.693734572,0.726061186,0.5,0.729166667
63,123,64,31,118,0.351648352,0.791946309,0.798701299,0.791946309,0.648351648,0.721407625,0.712990937,0.717199281,0.719610522,0.723526474,0.724188317,0.5,0.717261905
64,71,0,84,181,0,0.683018868,0.458064516,0.683018868,1,0.628318584,0.811659193,0.719988888,0.676804637,0.729032258,0.785270846,0.5,0.75
65,140,66,13,117,0.360655738,0.9,0.91503268,0.9,0.639344262,0.77994429,0.747603834,0.763774062,0.764866585,0.777188471,0.783497148,0.5,0.764880952
66,105,21,80,130,0.139072848,0.619047619,0.567567568,0.619047619,0.860927152,0.675241158,0.720221607,0.697731382,0.699023841,0.71424736,0.720218918,0.5,0.699404762
67,175,5,36,120,0.04,0.769230769,0.829383886,0.769230769,0.96,0.895140665,0.854092527,0.874616596,0.892305178,0.894691943,0.882709219,0.5,0.87797619
68,157,25,25,129,0.162337662,0.837662338,0.862637363,0.837662338,0.837662338,0.862637363,0.837662338,0.85014985,0.850058133,0.85014985,0.85014985,0.5,0.851190476
69,155,36,15,130,0.21686747,0.896551724,0.911764706,0.896551724,0.78313253,0.858725762,0.836012862,0.847369312,0.845004498,0.847448618,0.850741821,0.5,0.848214286
70,135,3,63,135,0.02173913,0.681818182,0.681818182,0.681818182,0.97826087,0.803571429,0.803571429,0.803571429,0.81669826,0.830039526,0.830039526,0.5,0.803571429
71,171,16,12,137,0.104575163,0.919463087,0.93442623,0.919463087,0.895424837,0.924324324,0.907284768,0.915804546,0.914717691,0.914925533,0.915938164,0.5,0.916666667
72,143,44,27,122,0.265060241,0.818791946,0.841176471,0.818791946,0.734939759,0.801120448,0.774603175,0.787861811,0.786265879,0.788058115,0.789903515,0.5,0.788690476
73,116,0,43,177,0,0.804545455,0.729559748,0.804545455,1,0.843636364,0.891687657,0.867662011,0.854142698,0.864779874,0.883526301,0.5,0.87202381
74,100,13,41,182,0.066666667,0.816143498,0.709219858,0.816143498,0.933333333,0.787401575,0.870813397,0.829107486,0.813596051,0.821276596,0.83591311,0.5,0.839285714
75,133,24,41,138,0.148148148,0.770949721,0.764367816,0.770949721,0.851851852,0.803625378,0.809384164,0.806504771,0.806925114,0.808109834,0.808575787,0.5,0.806547619
76,127,34,33,142,0.193181818,0.811428571,0.79375,0.811428571,0.806818182,0.791277259,0.809116809,0.800197034,0.800257416,0.800284091,0.800204157,0.5,0.800595238
77,86,4,39,207,0.018957346,0.841463415,0.688,0.841463415,0.981042654,0.8,0.905908096,0.852954048,0.821557877,0.834521327,0.866515406,0.5,0.87202381
78,88,3,50,195,0.015151515,0.795918367,0.637681159,0.795918367,0.984848485,0.768558952,0.880361174,0.824460063,0.792476702,0.811264822,0.846370245,0.5,0.842261905
79,28,0,79,229,0,0.743506494,0.261682243,0.743506494,1,0.414814815,0.852886406,0.63385061,0.511548867,0.630841121,0.751297184,0.5,0.764880952
80,90,15,36,195,0.071428571,0.844155844,0.714285714,0.844155844,0.928571429,0.779220779,0.884353741,0.83178726,0.814411018,0.821428571,0.836038961,0.5,0.848214286
81,76,7,72,181,0.037234043,0.71541502,0.513513514,0.71541502,0.962765957,0.658008658,0.820861678,0.739435168,0.70313109,0.738139735,0.776839285,0.5,0.764880952
82,111,45,34,146,0.235602094,0.811111111,0.765517241,0.811111111,0.764397906,0.737541528,0.787061995,0.762301761,0.764957369,0.764957574,0.76314118,0.5,0.764880952
83,110,6,64,156,0.037037037,0.709090909,0.632183908,0.709090909,0.962962963,0.75862069,0.816753927,0.787687308,0.780236944,0.797573436,0.813128411,0.5,0.791666667
