day,hour,minute,Instance_type,Operating_System,Region,price
0,0.791165600225407,0.00108028018743218,0.00904038222566727,0.000409904452815462,0.0150402965577359,0.00799351667841451
0,0.943671928503904,0.00102488710923707,0.00806526903137447,0.000957292272729267,0.00500612059936955,0.00627060228987386
0,0.974204902362266,0.00123437032098181,0.0106534360319422,0.0011091920460074,0.00384265176121913,0.00845145740131691
0,1.03592938617673,0.00202166994765049,0.0120426318772549,0.000895900136863819,0.00427449159504122,0.0138790183321059
0,1.27772067187535,0.00272196954664934,0.0148035645174784,0.000438872060221878,0.00794686270733514,0.0158950437677607
0,1.26771064780423,0.00231808908397408,0.0208176807116488,0.235354455807535,0.24103002874797,0.0406851002209109
0,1.17148809097364,0.00470778301490075,0.0420747629320197,0.127786686039456,0.138113288698505,0.000181396251262146
0,1.184890291024,0.00475754039516942,0.0501746197392781,0.125553261768061,0.00651582815338816,0.00496894079703737
0,1.20194261083551,0.00269681628751505,0.0500445107535867,0.123514593080279,0.0069930179491926,0.0141231608470585
0,6.73627692863923,0.00135047154765164,0.0236612103622546,0.133213880366195,0.00405041050587004,0.00190998245845843
0,1.21148292932851,0.00312148756988865,0.464016090314319,0.137483241182318,0.010991713915486,0.0273648146967351
0,1.26713553998398,0.00318170404859154,0.240346443035579,0.14233006531692,0.0171106919179192,0.0337422070424868
0,1.21823665659032,0.00627386552516574,0.0676952745096326,0.312389491639837,0.0170442641009064,0.00826948275174687
0,1.17904004153184,0.00296320794706794,0.0428091190826342,0.320202615491619,0.00750453546311626,0.0117542711995096
0,1.20335077913756,0.0130482081067241,0.0480793682531312,0.159730309568969,0.00208232551155857,0.00315791069789744
0,1.21752055946443,0.00798751344340821,0.0591351172016502,0.162039874470758,0.00732877556341075,0.00176301138424427
0,1.5278682299119,0.00290983849584954,0.106045187742794,0.1687886703963,0.00331633647675682,0.00402150377157638
0,1.38693202571504,0.0043572652726149,0.129567098207647,0.194313961085696,0.00840812107483006,0.0219552044784158
0,1.30214763165143,0.00275905060103845,0.226239513425355,0.237133959611555,0.0318334213373955,0.00804799875648188
0.304760905770636,0.877390402168693,0.00429218975303665,0.0555758317719924,0.265290389983345,0.152091573353028,0.0125386588311417
8.35592192192193,0.739497175869433,0.0057001445141578,0.0368597665340009,0.254124189543177,0.143557396959758,0.00428854713078159
11.2257243243243,4.1062251941922,0.0144397219648549,0.0817624223999474,0.000352281762197559,0.172482771590783,0.00213721508338111
0.0707746514692622,7.01693803531001,0.00874007085397317,0.0903761637319466,0.196014031068223,0.126621790312492,0.00521017348726298
2.15439387387388,1.02804736048448,0.0805755047182091,0.0425717097305936,0.147784996221425,0.00365527691311492,0.00957448258817179
2.91924084084084,1.4119759090911,0.00133027130718617,0.0268141970837081,0.318069227876491,0.00275866165757449,0.00343875885330725
0.0363117521578821,4.70395308843847,0.00502325878569915,1.70038480920147,0.148894860739046,0.00547206365789719,0.00159386648506491
0.180134419284149,1.86469967254061,0.00706605464587029,0.228840751774314,0.150448716084658,0.00850122489996272,0.000431396166736192
1.52401661773801,1.25625360417129,0.00421398037745164,0.0451373893138879,0.135431244854439,0.00380959302534511,0.00187581615596599
0.451979546901462,0.877758873591533,0.00535860001009828,0.0743428791845969,0.138284052444313,0.00280756870610956,0.00129269561968006
0.025650967211057,1.69873063515112,0.00805724613307611,0.061907371635887,0.308720101778831,0.000952881772737853,0.0104335225923004
0.275986325785245,1.85747138091439,0.00229773897280659,0.183762344068927,0.142949431621978,0.00622111634490358,0.002148359263583
1.20437532123291,1.56855796533428,0.00346387536347545,0.0602832898425829,0.137081215451287,0.0025480732025644,0.00435018897835667
0.734473820632452,1.07031163623037,0.00260691307081003,0.0705454896203741,0.137033211101246,0.000936796890300713,0.00250360837017645
0.0187199203407645,2.14237757417079,0.00186538252562827,0.077601585358141,0.317767806123368,0.00218656386511081,0.00679039619448833
0.517283403944485,1.28548919366126,0.00278636746583446,0.173195285299954,0.345270369422962,0.00302826478443441,0.00225582661672645
1.00172430629729,4.42951533931667,0.00441069117854986,0.109142902716919,0.138798641944624,0.00838959979773458,0.00758410505579879
0.0933034896616154,1.12504211361012,0.00221188368126059,0.082346324241328,0.173400895307952,0.0167078474510114,0.00817215553114155
0.00427133288953496,0.95472190801284,0.00228443265133775,0.0276953308576853,0.163956634092861,0.00894392313959514,0.00459277652752826
0.559867699050402,1.86055324379657,0.00681751193187086,0.0594124230470826,0.15527616535143,0.00361484568931884,0.0118598549803216
0.461043603603604,2.27440038974287,0.00343569303405567,0.105841752205725,0.151949251727546,0.00666613077277031,0.0204919594749609
0.736476876876877,1.38146633796604,0.200280568683436,0.0475097551770636,0.147769399270288,0.00672976215744466,0.00503854631974679
0.00887185706272034,1.39108266672162,0.00218098340949642,0.0212911899956196,0.708511197698306,0.0022489451671246,0.00445119770240875
0.944047447447448,2.49142040859845,0.0736261702959197,0.0260400179690336,0.128421489962607,0.00190261773495653,0.00198315955722325
2.0331015015015,4.0789291774142,0.00318952200715409,0.0278044512162799,0.129394613896186,0.00799291135661679,0.00298281257636128
0.0413512783707346,5.5890446762021,0.00313639717073378,0.0234131573357179,0.131302711352767,0.00465876639262614,0.0025148205730756
0.194880949598247,7.62734805911737,0.00418100571019582,0.0253420103775518,0.133091480198102,0.00322710374485566,0.00256153208061671
1.45252884990309,1.43996668856334,0.00290947216922596,0.071292515380368,0.134111070739922,0.00121875702861585,0.00158393270783812
0.967691848312929,0.944022186676478,0.00179278477598517,0.0371829312556685,0.339401168178671,0.00182135706401259,0.00319517855003741
0.139757123581237,1.71078157459133,0.00196529492509324,0.0601963908481457,0.135282450534055,0.00121780575930743,0.00529472157267451
0.39858,4.12717406722303,0.00137639095290867,0.0356255646346958,0.195423903586971,0.000776309599272453,0.00209391066958315
1.0438739231893,2.75004856988173,0.00274010107933091,0.093773438908657,0.136197083852239,0.00204995257072916,0.0118869222893661
0.500813008130081,0.979557566530936,0.0029066573092047,0.0645777667544102,0.12979436013746,0.00165647798177344,0.00742493049544691
0.0579088471849866,1.71878684574416,0.0024424227947006,0.0468171466447027,0.127929343280639,0.000790368018201499,0.00214885215113691
